Command,commandEncoding,Date,Votes,UserID
"SWO Supremacy","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-01 17:38:06",1,335
SMO,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-01 17:38:12",1,335
MAGMA,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-01 17:38:16",1,335
**,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-04 19:40:11",1,5
"walking backwards","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-05 03:32:18",1,362
rotating,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-05 03:37:02",3,362
"being orange","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-05 16:11:50",2,367
coolness,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-05 16:12:02",1,367
"being the best","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I3
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-05 16:12:24",1,367
"being blue","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-05 16:12:42",1,367
"looking at block","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I3
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-06 01:25:40",1,351
"having hands","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-06 01:29:03",1,351
observing,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-06 01:32:33",1,351
"not moving","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-06 01:36:22",1,351
teleporting,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-07 16:35:46",1,351
"bieng purple","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-10 06:13:53",1,404
killing,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-13 17:06:33",1,425
"being trash","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-13 17:07:03",1,425
suicide,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-13 17:09:43",1,425
partying,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-16 19:01:55",1,435
destruction,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-17 01:20:57",1,399
coping,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-17 01:21:55",1,399
white,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-22 08:37:36",1,460
movement,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:23:54",1,465
"looking at the cubes","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I4
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:30:09",1,465
"staying still","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:36:23",2,465
"large distances","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:40:38",1,465
"small distances","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:40:52",1,465
"extending its limbs","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I3
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:47:49",1,465
"looking at the cube","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I4
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:49:05",1,465
"moving steadily","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:55:27",1,465
"controlled movement","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 11:55:57",1,465
"catching the ball","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I3
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:00:34",1,465
"looking like an animal","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I4
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:03:01",1,465
"vertical leap","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:04:03",1,465
"launching itself","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:06:31",1,465
"making the ball go faster","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I5
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:11:01",1,465
"moving towards the ball","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I4
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:11:44",1,465
"keeping balance","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:14:24",1,465
"being faster","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:15:14",1,465
"being better","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:18:46",1,465
"holding onto the ball","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I4
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 12:19:53",1,465
"moving with eyes forward","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I4
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 14:31:56",1,465
"rolling towards the cube","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I4
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 14:34:02",1,465
"moving forward","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 14:37:00",1,465
"making progression","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 14:39:15",1,465
"precise movement","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 14:40:42",1,465
"move left","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 21:02:19",1,28
"suffering from depression","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I3
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-24 22:13:30",1,465
commands,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-26 18:53:40",1,28
"using bathroom","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 21:57:50",1,499
"tanking damage","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 21:59:32",1,499
flossing,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:00:27",1,499
dissapearing,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:01:45",1,499
basketball,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:02:49",1,499
soccer,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:03:07",1,499
"water bottle challenge","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I3
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:03:32",1,499
"sibling rivalry","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:04:33",1,499
"being afraid","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:05:30",1,499
"voice acting","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:07:44",1,499
"jump scare","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:09:50",1,499
"evading taxes","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:21:02",1,499
adapting,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-28 22:35:16",2,499
"c is the best","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I4
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-08-30 06:37:43",1,505
"standing up","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-09-18 12:18:00",1,554
"running away","cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I2
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-09-18 12:18:34",1,554
crawling,"cnumpy.core.multiarray
_reconstruct
p0
(cnumpy
ndarray
p1
(I0
tp2
c_codecs
encode
p3
(Vb
p4
Vlatin1
p5
tp6
Rp7
tp8
Rp9
(I1
(I1
I300
tp10
cnumpy
dtype
p11
(Vf8
p12
I0
I1
tp13
Rp14
(I3
V<
p15
NNNI-1
I-1
I0
tp16
bI00
g3
(V","2019-09-18 12:19:01",1,554
